t[s],p1_cmd[MPa],p2_cmd[MPa],p1_meas[MPa],p2_meas[MPa],p_sum_cmd[MPa],p_diff_cmd[MPa],p_sum_meas[MPa],p_diff_meas[MPa],dp_sum_dt[MPa/s],dp_diff_dt[MPa/s],theta[rad],theta[deg],z[m],dz[m],dp1_cmd_dt[MPa/s],dp2_cmd_dt[MPa/s]
2.52399778,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431138,5.9766018,0.883147,-0.00323004,0.0,0.0
2.52920866,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431138,5.9766018,0.88322824,-0.00314879,0.0,0.0
2.53411007,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431124,5.97659394,0.88322824,-0.00314879,0.0,0.0
2.539289,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431124,5.97659394,0.88316435,-0.00321269,0.0,0.0
2.54424262,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431124,5.97659394,0.88316435,-0.00321269,0.0,0.0
2.54905009,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431124,5.97659394,0.88315576,-0.00322127,0.0,0.0
2.55420589,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431113,5.97658765,0.88315576,-0.00322127,0.0,0.0
2.55913401,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431113,5.97658765,0.88315326,-0.00322378,0.0,0.0
2.56394553,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431113,5.97658765,0.88315326,-0.00322378,0.0,0.0
2.56933975,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431113,5.97658765,0.88299763,-0.0033794,0.0,0.0
2.5741303,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431104,5.97658262,0.88299763,-0.0033794,0.0,0.0
2.57963181,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431104,5.97658262,0.88295525,-0.00342178,0.0,0.0
2.58467603,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431104,5.97658262,0.88295525,-0.00342178,0.0,0.0
2.58963609,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431104,5.97658262,0.88314223,-0.0032348,0.0,0.0
2.5942409,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431097,5.9765786,0.88314223,-0.0032348,0.0,0.0
