t[s],p1_cmd[MPa],p2_cmd[MPa],p1_meas[MPa],p2_meas[MPa],p_sum_cmd[MPa],p_diff_cmd[MPa],p_sum_meas[MPa],p_diff_meas[MPa],dp_sum_dt[MPa/s],dp_diff_dt[MPa/s],theta[rad],theta[deg],z[m],dz[m],dp1_cmd_dt[MPa/s],dp2_cmd_dt[MPa/s]
3.52890611,0.69999999,0.1601598,0.51620233,0.35894424,0.86015981,0.53984022,0.87514657,0.15725809,-4.91041528,4.91041528,-0.05734473,-3.28561101,0.87946999,-0.00240213,0.0,-4.910415328545716
3.53373504,0.69999999,0.14533791,0.51620233,0.35894424,0.84533793,0.55466211,0.87514657,0.15725809,-1.71555672,1.71555672,-0.05968161,-3.41950443,0.87946999,-0.00240213,0.0,-1.7155568628110194
3.53908587,0.69999999,0.14301202,0.51620233,0.35894424,0.84301203,0.556988,0.87514657,0.15725809,-3.22524091,3.22524091,-0.05968161,-3.41950443,0.87936705,-0.00250506,0.0,-3.2252412595229916
3.54382777,0.69999999,0.11310014,0.5381965,0.34904689,0.81310016,0.58689988,0.88724339,0.18914962,-4.24311254,4.24311254,-0.05968161,-3.41950443,0.87936705,-0.00250506,0.0,-4.2431133734599324
3.54893613,0.69999999,0.10060015,0.5381965,0.34904689,0.80060017,0.59939986,0.88724339,0.18914962,-2.50113897,2.501133,-0.05968161,-3.41950443,0.87917101,-0.0027011,0.0,-2.501135515517198
3.55406189,0.69999999,0.08810014,0.5381965,0.34904689,0.78810012,0.61189985,0.88724339,0.18914962,-2.50113897,2.501133,-0.05968161,-3.41950443,0.87917101,-0.0027011,0.0,-2.5011355155171966
3.55881023,0.69999999,0.07560015,0.5381965,0.34904689,0.77560014,0.62439984,0.88724339,0.18914962,-5.36450482,5.36450482,-0.05968161,-3.41950443,0.8790502,-0.00282192,0.0,-5.364504485021512
3.56377339,0.69999999,0.03447945,0.5557918,0.31055722,0.73447943,0.66552055,0.86634901,0.24523458,-5.36450482,5.36450482,-0.05968161,-3.41950443,0.8790502,-0.00282192,0.0,-5.3645054854757195
3.56865335,0.69999999,0.02197945,0.5557918,0.31055722,0.72197944,0.67802054,0.86634901,0.24523458,1.20890779,-1.20890779,-0.05968161,-3.41950443,0.87897229,-0.00289983,0.0,1.2089068437037314
3.57379174,0.69999999,0.04656303,0.5557918,0.31055722,0.74656302,0.65343696,0.86634901,0.24523458,2.25862871,-2.25862871,-0.06830063,-3.91333792,0.87897229,-0.00289983,0.0,2.2586284172952684
3.57886648,0.69999999,0.04455548,0.5557918,0.31055722,0.74455547,0.6554445,0.86634901,0.24523458,-1.45141208,1.45141804,-0.06830063,-3.91333792,0.87897968,-0.00289243,0.0,-1.4514139419256606
3.58360672,0.69999999,0.03205548,0.56898826,0.27646628,0.73205549,0.66794455,0.84545454,0.29252198,-2.501133,2.50113897,-0.06830063,-3.91333792,0.87897968,-0.00289243,0.0,-2.501135515517197
3.58893442,0.69999999,0.01955548,0.56898826,0.27646628,0.7195555,0.68044454,0.84545454,0.29252198,-3.20700553,3.20699957,-0.06830063,-3.91333792,0.87895638,-0.00291574,0.0,-3.207003979798048
3.59368253,0.69999999,0.0,0.56898826,0.27646628,0.69999999,0.69999999,0.84545454,0.29252198,-1.95643903,1.95643307,-0.08102497,-4.64238908,0.87895638,-0.00291574,0.0,-1.9564362220394496
